departamento,provincia,distrito,ELECTORES_HABIL,TOT_CIUDADANOS_VOTARON,POR_CIUDADANOS_VOTARON,POR_ACTAS_CONTABILIZADAS,POR_ACTAS_PROCESADAS,ACTAS_PROCESADAS,POR_PROCESAR,CONTABILIZA,POR_POR_PROCESAR,N_CANDIDATOS,updated,avance
AYACUCHO,HUAMANGA,ACOS VINCHOS,3921,3048,77.735,100,100,14,0,14,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,CARMEN ALTO,18695,15130,80.93100000000001,100,100,63,0,63,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,CHIARA,4800,3873,80.68799999999999,100,100,18,0,18,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,QUINUA,4908,3704,75.46900000000001,100,100,17,0,17,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,1859,1359,73.104,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,35343,28392,80.333,100,100,123,0,123,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,1286,877,68.196,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,VINCHOS,13201,10116,76.631,100,100,47,0,47,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,TAMBILLO,4072,3340,82.024,87.5,100,16,0,14,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,ACOCRO,6731,5205,77.329,100,100,23,0,23,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,SOCOS,6165,4858,78.8,100,100,21,0,21,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,OCROS,4666,3145,67.402,100,100,16,0,16,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,PACAYCASA,2433,1992,81.874,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,JESUS NAZARENO,13554,10719,79.084,98,100,50,0,49,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,13190,10729,81.342,100,100,46,0,46,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,CANGALLO,4643,3151,67.866,100,100,16,0,16,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,CHUSCHI,5689,4016,70.592,100,100,21,0,21,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,LOS MOROCHUCOS,6286,4983,79.271,95.833,100,24,0,23,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,PARAS,3980,2351,59.07,100,100,15,0,15,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,TOTOS,2630,1609,61.179,90,100,10,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,1677,1132,67.501,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,HUANTA,30734,21231,69.08,99.038,100,104,0,103,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,AYAHUANCO,0,0,0,0,0,0,6,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,HUAMANGUILLA,3755,2796,74.46100000000001,100,100,13,0,13,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,IGUAIN,2953,2126,71.995,100,100,10,0,10,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,LURICOCHA,5463,3664,67.069,100,100,19,0,19,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,SANTILLANA,3474,2108,60.679,92.30799999999999,100,13,0,12,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,SIVIA,0,0,0,0,0,0,26,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,LLOCHEGUA,0,0,0,0,0,0,22,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,CANAYRE,0,0,0,0,0,0,7,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,UCHURACCAY,2491,1743,69.972,100,100,11,0,11,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,PUCACOLPA,0,0,0,0,0,0,8,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,CHACA,1355,1032,76.16199999999999,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,SAN MIGUEL,9623,6112,63.513999999999996,100,100,33,0,33,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,ANCO,4810,2382,49.522000000000006,66.667,66.667,18,9,18,33.333,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,AYNA,0,0,0,0,0,0,24,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,CHILCAS,1525,997,65.377,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,CHUNGUI,2711,1318,48.617,71.429,71.429,10,4,10,28.571,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,TAMBO,9398,6229,66.28,100,100,32,0,32,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,LUIS CARRANZA,1067,729,68.32199999999999,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,SANTA ROSA,0,0,0,0,0,0,29,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,SAMUGARI,0,0,0,0,0,0,21,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,ANCHIHUAY,0,0,0,0,0,0,10,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,ORONCCOY,0,0,0,0,0,0,3,0,100,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,PUQUIO,9804,6933,70.71600000000001,100,100,34,0,34,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,AUCARA,1916,1001,52.244,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,CABANA,837,549,65.59100000000001,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,CARMEN SALCEDO,929,606,65.23100000000001,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,CHAVIÑA,1599,1006,62.913999999999994,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,CHIPAO,2026,1216,60.02,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,HUAC-HUAS,1204,724,60.133,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,LARAMATE,1206,772,64.013,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,LEONCIO PRADO,829,539,65.018,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,LUCANAS,2139,1499,70.079,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,LLAUTA,944,625,66.208,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,OCAÑA,1974,1258,63.72800000000001,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,OTOCA,1270,769,60.550999999999995,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,SANCOS,2184,1281,58.653999999999996,100,100,10,0,10,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,SAN JUAN,530,344,64.906,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,SAN PEDRO,2368,1459,61.613,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,441,296,67.11999999999999,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,SANTA LUCIA,722,429,59.418,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,SAISA,327,205,62.691,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,979,578,59.04,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,SAN CRISTOBAL,1435,955,66.551,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,CORACORA,8164,5846,71.607,100,100,28,0,28,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,736,373,50.679,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,CHUMPI,1767,1124,63.611,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,PACAPAUSA,618,316,51.133,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,PULLO,3170,1796,56.656,100,100,12,0,12,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,PUYUSCA,1718,1134,66.007,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,735,358,48.707,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,UPAHUACHO,1100,627,57,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,HUANCAPI,1561,1097,70.27499999999999,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,1441,974,67.592,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,APONGO,684,364,53.216,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,CANARIA,2269,1348,59.409,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,CAYARA,985,596,60.508,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,COLCA,1064,622,58.458999999999996,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,HUAYA,1416,892,62.994,83.333,100,6,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,838,572,68.258,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,1298,866,66.718,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,SARHUA,2285,1420,62.144,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,2242,1261,56.244,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,411,189,45.985,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANCA SANCOS,SANCOS,2444,1771,72.46300000000001,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANCA SANCOS,SACSAMARCA,1293,860,66.512,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,1984,1243,62.650999999999996,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANCA SANCOS,CARAPO,1850,1180,63.784,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,5419,3770,69.57,100,100,19,0,19,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,VISCHONGO,3142,2186,69.574,100,100,12,0,12,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,1036,595,57.432,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,CARHUANCA,731,448,61.286,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,CONCEPCION,1974,1175,59.524,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,1512,957,63.294000000000004,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,SAURAMA,964,626,64.938,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,1095,640,58.446999999999996,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,1875,1330,70.933,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,344,213,61.919,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,319,215,67.398,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,1425,1016,71.298,100,100,6,0,6,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,431,269,62.413,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,784,495,63.138000000000005,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,355,230,64.789,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,516,287,55.620000000000005,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,158,102,64.557,100,100,1,0,1,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,452,281,62.168000000000006,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,QUEROBAMBA,1828,1209,66.13799999999999,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,BELEN,234,126,53.846,100,100,1,0,1,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,CHALCOS,408,241,59.069,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,975,538,55.179,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,PAICO,526,329,62.548,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,538,326,60.595000000000006,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,629,404,64.229,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,SORAS,673,448,66.568,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,HUACAÑA,341,214,62.757,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,CHILCAYOC,475,323,68,100,100,2,0,2,0,0,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,MORCOLLA,1081,591,54.672000000000004,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,CAJAMARCA,163337,128992,78.973,99.644,100,562,0,560,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,ASUNCION,7250,4414,60.882999999999996,100,100,25,0,25,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,COSPAN,5159,3068,59.469,94.73700000000001,100,19,0,18,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,CHETILLA,3121,2208,70.74700000000001,100,100,11,0,11,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,ENCAÑADA,22869,16076,70.296,98.73400000000001,100,79,0,78,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,JESUS,11539,8213,71.17599999999999,97.5,100,40,0,39,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,29965,24646,82.24900000000001,98.16499999999999,100,109,0,107,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,LLACANORA,4231,3511,82.983,100,100,15,0,15,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,MAGDALENA,7967,5845,73.365,100,100,29,0,29,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,MATARA,3383,2445,72.273,100,100,12,0,12,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,NAMORA,8061,6111,75.809,100,100,28,0,28,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,SAN JUAN,4296,3178,73.976,100,100,15,0,15,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJABAMBA,CAJABAMBA,25990,18577,71.477,97.77799999999999,100,90,0,88,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJABAMBA,CACHACHI,15461,8331,53.88399999999999,100,100,54,0,54,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJABAMBA,CONDEBAMBA,8959,5799,64.728,96.87499999999999,100,32,0,31,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJABAMBA,SITACOCHA,5639,3072,54.478,95.238,100,21,0,20,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,CELENDIN,19373,13621,70.309,100,100,66,0,66,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,CORTEGANA,5702,2838,49.772000000000006,100,100,21,0,21,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,CHUMUCH,2263,1085,47.945,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,HUASMIN,9396,5308,56.492000000000004,97.143,100,35,0,34,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,JORGE CHAVEZ,673,432,64.19,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,JOSE GALVEZ,2396,1669,69.65799999999999,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,3519,1768,50.242000000000004,100,100,12,0,12,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,OXAMARCA,4980,2910,58.434,100,100,18,0,18,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,SOROCHUCO,7975,4975,62.382,96.667,100,30,0,29,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,SUCRE,4126,2686,65.099,100,100,15,0,15,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,UTCO,1217,767,63.024,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,5602,3446,61.513999999999996,100,100,19,0,19,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,CONTUMAZA,5597,3732,66.67899999999999,100,100,20,0,20,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,CHILETE,2430,1695,69.753,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,GUZMANGO,2072,1397,67.423,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,SAN BENITO,2442,1797,73.587,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,CUPISNIQUE,1275,776,60.863,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,TANTARICA,1975,1216,61.57,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,YONAN,5026,3670,73.02,100,100,17,0,17,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLEDO,913,577,63.19800000000001,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,CUTERVO,39402,28132,71.397,99.248,100,133,0,132,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,CALLAYUC,6836,3468,50.731,100,100,23,0,23,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,CUJILLO,2054,1084,52.775000000000006,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,CHOROS,2678,1431,53.435,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,LA RAMADA,3124,1941,62.132000000000005,100,100,11,0,11,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,PIMPINGOS,4317,2437,56.45099999999999,100,100,15,0,15,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,QUEROCOTILLO,10301,4527,43.946999999999996,100,100,35,0,35,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,3715,2307,62.1,100,100,13,0,13,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,1863,1093,58.669000000000004,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,2576,1690,65.606,100,100,9,0,9,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,SANTA CRUZ,2358,1174,49.788000000000004,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,4372,2687,61.458999999999996,100,100,15,0,15,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,SANTO TOMAS,5746,3485,60.650999999999996,100,100,20,0,20,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,SOCOTA,7502,4878,65.023,100,100,26,0,26,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CUTERVO,TORIBIO CASANOVA,1075,659,61.302,100,100,4,0,4,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,CHOTA,39434,29406,74.57,100,100,132,0,132,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,ANGUIA,2752,1662,60.392,100,100,10,0,10,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,COCHABAMBA,4628,3051,65.925,100,100,16,0,16,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,CONCHAN,4568,3107,68.01700000000001,100,100,17,0,17,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,CHADIN,3181,2083,65.483,100,100,11,0,11,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,CHIGUIRIP,3513,2335,66.46700000000001,100,100,12,0,12,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,CHIMBAN,1949,900,46.178000000000004,100,100,7,0,7,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,HUAMBOS,6596,4135,62.690000000000005,100,100,22,0,22,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,LAJAS,10877,7303,67.142,100,100,37,0,37,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,LLAMA,4671,3275,70.113,100,100,17,0,17,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,MIRACOSTA,2859,1455,50.892,100,100,12,0,12,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,PACCHA,3944,2635,66.81,100,100,14,0,14,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,PION,885,498,56.271,75,100,4,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,QUEROCOTO,6330,3612,57.062000000000005,100,100,22,0,22,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,TACABAMBA,12560,7973,63.479,100,100,43,0,43,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,TOCMOCHE,873,578,66.208,100,100,3,0,3,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,1097,522,47.583999999999996,100,100,5,0,5,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,CHOROPAMPA,2232,1178,52.778000000000006,100,100,8,0,8,0,0,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CHOTA,CHALAMARCA,7850,5630,71.72,96.429,100,28,0,27,0,0,2021-06-08T00:54:00Z,94.10199999999999
