departamento,provincia,distrito,AGRUPACION,TOTAL_VOTOS,POR_EMITIDOS,updated,avance
ANCASH,ANTONIO RAYMONDI,CHACCHO,VOTOS NULOS,31,4.4030000000000005,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,CHACCHO,TOTAL DE VOTOS EMITIDOS,704,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,CHINGAS,TOTAL DE VOTOS VÁLIDOS,801,94.569,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,CHINGAS,VOTOS EN BLANCO,12,1.4169999999999998,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,CHINGAS,VOTOS NULOS,34,4.013999999999999,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,CHINGAS,TOTAL DE VOTOS EMITIDOS,847,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,MIRGAS,TOTAL DE VOTOS VÁLIDOS,1842,95.24300000000001,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,MIRGAS,VOTOS EN BLANCO,26,1.344,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,MIRGAS,VOTOS NULOS,66,3.413,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,MIRGAS,TOTAL DE VOTOS EMITIDOS,1934,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,TOTAL DE VOTOS VÁLIDOS,534,94.346,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,VOTOS EN BLANCO,3,0.53,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,VOTOS NULOS,29,5.123999999999999,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,TOTAL DE VOTOS EMITIDOS,566,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,TOTAL DE VOTOS VÁLIDOS,4689,89.17799999999998,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,VOTOS EN BLANCO,139,2.644,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,VOTOS NULOS,430,8.177999999999999,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,TOTAL DE VOTOS EMITIDOS,5258,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,TOTAL DE VOTOS VÁLIDOS,2040,89.592,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,VOTOS EN BLANCO,61,2.679,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,VOTOS NULOS,176,7.729,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,TOTAL DE VOTOS EMITIDOS,2277,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,TOTAL DE VOTOS VÁLIDOS,1430,89.824,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,VOTOS EN BLANCO,41,2.5749999999999997,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,VOTOS NULOS,121,7.601,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,TOTAL DE VOTOS EMITIDOS,1592,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ASUNCION,CHACAS,TOTAL DE VOTOS VÁLIDOS,2197,90.374,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ASUNCION,CHACAS,VOTOS EN BLANCO,26,1.07,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ASUNCION,CHACAS,VOTOS NULOS,208,8.556000000000001,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ASUNCION,CHACAS,TOTAL DE VOTOS EMITIDOS,2431,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ASUNCION,ACOCHACA,TOTAL DE VOTOS VÁLIDOS,1490,90.194,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ASUNCION,ACOCHACA,VOTOS EN BLANCO,30,1.816,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ASUNCION,ACOCHACA,VOTOS NULOS,132,7.99,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,ASUNCION,ACOCHACA,TOTAL DE VOTOS EMITIDOS,1652,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,HUARMEY,TOTAL DE VOTOS VÁLIDOS,13988,95.001,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,HUARMEY,VOTOS EN BLANCO,97,0.659,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,HUARMEY,VOTOS NULOS,639,4.34,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,HUARMEY,TOTAL DE VOTOS EMITIDOS,14724,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,COCHAPETI,TOTAL DE VOTOS VÁLIDOS,498,95.22,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,COCHAPETI,VOTOS EN BLANCO,5,0.9560000000000001,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,COCHAPETI,VOTOS NULOS,20,3.824,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,COCHAPETI,TOTAL DE VOTOS EMITIDOS,523,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,HUAYAN,TOTAL DE VOTOS VÁLIDOS,474,95.95100000000001,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,HUAYAN,VOTOS EN BLANCO,2,0.405,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,HUAYAN,VOTOS NULOS,18,3.644,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,HUAYAN,TOTAL DE VOTOS EMITIDOS,494,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,MALVAS,TOTAL DE VOTOS VÁLIDOS,484,98.17399999999999,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,MALVAS,VOTOS EN BLANCO,1,0.203,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,MALVAS,VOTOS NULOS,8,1.623,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,MALVAS,TOTAL DE VOTOS EMITIDOS,493,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,CULEBRAS,TOTAL DE VOTOS VÁLIDOS,1405,95.90400000000001,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,CULEBRAS,VOTOS EN BLANCO,14,0.9560000000000001,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,CULEBRAS,VOTOS NULOS,46,3.14,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,HUARMEY,CULEBRAS,TOTAL DE VOTOS EMITIDOS,1465,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,ACAS,TOTAL DE VOTOS VÁLIDOS,163,98.193,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,ACAS,VOTOS EN BLANCO,0,0,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,ACAS,VOTOS NULOS,3,1.807,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,ACAS,TOTAL DE VOTOS EMITIDOS,166,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CAJAMARQUILLA,TOTAL DE VOTOS VÁLIDOS,83,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CAJAMARQUILLA,VOTOS EN BLANCO,0,0,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CAJAMARQUILLA,VOTOS NULOS,0,0,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CAJAMARQUILLA,TOTAL DE VOTOS EMITIDOS,83,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CARHUAPAMPA,TOTAL DE VOTOS VÁLIDOS,247,97.62799999999999,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CARHUAPAMPA,VOTOS EN BLANCO,2,0.7909999999999999,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CARHUAPAMPA,VOTOS NULOS,4,1.581,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CARHUAPAMPA,TOTAL DE VOTOS EMITIDOS,253,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,COCHAS,TOTAL DE VOTOS VÁLIDOS,785,97.033,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,COCHAS,VOTOS EN BLANCO,4,0.494,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,COCHAS,VOTOS NULOS,20,2.4719999999999995,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,COCHAS,TOTAL DE VOTOS EMITIDOS,809,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CONGAS,TOTAL DE VOTOS VÁLIDOS,527,96.16799999999999,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CONGAS,VOTOS EN BLANCO,3,0.547,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CONGAS,VOTOS NULOS,18,3.285,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,CONGAS,TOTAL DE VOTOS EMITIDOS,548,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,LLIPA,TOTAL DE VOTOS VÁLIDOS,118,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,LLIPA,VOTOS EN BLANCO,0,0,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,LLIPA,VOTOS NULOS,0,0,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,LLIPA,TOTAL DE VOTOS EMITIDOS,118,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,OCROS,TOTAL DE VOTOS VÁLIDOS,612,96.07499999999999,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,OCROS,VOTOS EN BLANCO,8,1.256,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,OCROS,VOTOS NULOS,17,2.669,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,OCROS,TOTAL DE VOTOS EMITIDOS,637,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,TOTAL DE VOTOS VÁLIDOS,219,94.397,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,VOTOS EN BLANCO,3,1.293,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,VOTOS NULOS,10,4.31,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,TOTAL DE VOTOS EMITIDOS,232,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SAN PEDRO,TOTAL DE VOTOS VÁLIDOS,414,95.833,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SAN PEDRO,VOTOS EN BLANCO,3,0.694,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SAN PEDRO,VOTOS NULOS,15,3.4719999999999995,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SAN PEDRO,TOTAL DE VOTOS EMITIDOS,432,100,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SANTIAGO DE CHILCAS,TOTAL DE VOTOS VÁLIDOS,203,95.755,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SANTIAGO DE CHILCAS,VOTOS EN BLANCO,2,0.9430000000000001,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SANTIAGO DE CHILCAS,VOTOS NULOS,7,3.3019999999999996,2021-06-08T00:54:00Z,94.10199999999999
ANCASH,OCROS,SANTIAGO DE CHILCAS,TOTAL DE VOTOS EMITIDOS,212,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,ABANCAY,TOTAL DE VOTOS VÁLIDOS,33364,94.124,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,ABANCAY,VOTOS EN BLANCO,232,0.654,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,ABANCAY,VOTOS NULOS,1851,5.2219999999999995,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,ABANCAY,TOTAL DE VOTOS EMITIDOS,35447,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CIRCA,TOTAL DE VOTOS VÁLIDOS,1787,96.751,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CIRCA,VOTOS EN BLANCO,19,1.029,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CIRCA,VOTOS NULOS,41,2.22,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CIRCA,TOTAL DE VOTOS EMITIDOS,1847,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CURAHUASI,TOTAL DE VOTOS VÁLIDOS,8407,93.225,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CURAHUASI,VOTOS EN BLANCO,97,1.076,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CURAHUASI,VOTOS NULOS,514,5.7,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CURAHUASI,TOTAL DE VOTOS EMITIDOS,9018,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CHACOCHE,TOTAL DE VOTOS VÁLIDOS,728,95.288,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CHACOCHE,VOTOS EN BLANCO,7,0.916,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CHACOCHE,VOTOS NULOS,29,3.796,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,CHACOCHE,TOTAL DE VOTOS EMITIDOS,764,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,HUANIPACA,TOTAL DE VOTOS VÁLIDOS,1932,94.892,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,HUANIPACA,VOTOS EN BLANCO,30,1.4729999999999999,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,HUANIPACA,VOTOS NULOS,74,3.635,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,HUANIPACA,TOTAL DE VOTOS EMITIDOS,2036,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,LAMBRAMA,TOTAL DE VOTOS VÁLIDOS,1974,94.85799999999999,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,LAMBRAMA,VOTOS EN BLANCO,22,1.057,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,LAMBRAMA,VOTOS NULOS,85,4.085,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,LAMBRAMA,TOTAL DE VOTOS EMITIDOS,2081,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,PICHIRHUA,TOTAL DE VOTOS VÁLIDOS,2360,94.24900000000001,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,PICHIRHUA,VOTOS EN BLANCO,28,1.118,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,PICHIRHUA,VOTOS NULOS,116,4.633,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,PICHIRHUA,TOTAL DE VOTOS EMITIDOS,2504,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,TOTAL DE VOTOS VÁLIDOS,1557,93.85199999999999,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,VOTOS EN BLANCO,15,0.904,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,VOTOS NULOS,87,5.244,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,TOTAL DE VOTOS EMITIDOS,1659,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,TAMBURCO,TOTAL DE VOTOS VÁLIDOS,5195,94.061,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,TAMBURCO,VOTOS EN BLANCO,42,0.76,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,TAMBURCO,VOTOS NULOS,286,5.178,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ABANCAY,TAMBURCO,TOTAL DE VOTOS EMITIDOS,5523,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHALHUANCA,TOTAL DE VOTOS VÁLIDOS,1929,94.46600000000001,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHALHUANCA,VOTOS EN BLANCO,23,1.1260000000000001,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHALHUANCA,VOTOS NULOS,90,4.407,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHALHUANCA,TOTAL DE VOTOS EMITIDOS,2042,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CAPAYA,TOTAL DE VOTOS VÁLIDOS,309,96.865,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CAPAYA,VOTOS EN BLANCO,3,0.9400000000000001,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CAPAYA,VOTOS NULOS,7,2.194,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CAPAYA,TOTAL DE VOTOS EMITIDOS,319,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CARAYBAMBA,TOTAL DE VOTOS VÁLIDOS,668,97.94700000000002,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CARAYBAMBA,VOTOS EN BLANCO,3,0.44,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CARAYBAMBA,VOTOS NULOS,11,1.613,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CARAYBAMBA,TOTAL DE VOTOS EMITIDOS,682,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COLCABAMBA,TOTAL DE VOTOS VÁLIDOS,464,94.694,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COLCABAMBA,VOTOS EN BLANCO,7,1.4289999999999998,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COLCABAMBA,VOTOS NULOS,19,3.8779999999999997,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COLCABAMBA,TOTAL DE VOTOS EMITIDOS,490,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COTARUSE,TOTAL DE VOTOS VÁLIDOS,1746,94.124,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COTARUSE,VOTOS EN BLANCO,23,1.24,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COTARUSE,VOTOS NULOS,86,4.636,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COTARUSE,TOTAL DE VOTOS EMITIDOS,1855,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHAPIMARCA,TOTAL DE VOTOS VÁLIDOS,1058,94.04400000000001,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHAPIMARCA,VOTOS EN BLANCO,12,1.067,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHAPIMARCA,VOTOS NULOS,55,4.889,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHAPIMARCA,TOTAL DE VOTOS EMITIDOS,1125,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,HUAYLLO,TOTAL DE VOTOS VÁLIDOS,329,95.64,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,HUAYLLO,VOTOS EN BLANCO,2,0.581,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,HUAYLLO,VOTOS NULOS,13,3.779,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,HUAYLLO,TOTAL DE VOTOS EMITIDOS,344,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,LUCRE,TOTAL DE VOTOS VÁLIDOS,970,93.269,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,LUCRE,VOTOS EN BLANCO,12,1.1540000000000001,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,LUCRE,VOTOS NULOS,58,5.577,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,LUCRE,TOTAL DE VOTOS EMITIDOS,1040,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,POCOHUANCA,TOTAL DE VOTOS VÁLIDOS,694,96.523,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,POCOHUANCA,VOTOS EN BLANCO,5,0.695,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,POCOHUANCA,VOTOS NULOS,20,2.782,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,POCOHUANCA,TOTAL DE VOTOS EMITIDOS,719,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAÑAYCA,TOTAL DE VOTOS VÁLIDOS,578,95.222,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAÑAYCA,VOTOS EN BLANCO,5,0.8240000000000001,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAÑAYCA,VOTOS NULOS,24,3.9539999999999997,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAÑAYCA,TOTAL DE VOTOS EMITIDOS,607,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SORAYA,TOTAL DE VOTOS VÁLIDOS,377,95.202,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SORAYA,VOTOS EN BLANCO,7,1.768,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SORAYA,VOTOS NULOS,12,3.03,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SORAYA,TOTAL DE VOTOS EMITIDOS,396,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TAPAIRIHUA,TOTAL DE VOTOS VÁLIDOS,1198,96.691,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TAPAIRIHUA,VOTOS EN BLANCO,5,0.404,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TAPAIRIHUA,VOTOS NULOS,36,2.9059999999999997,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TAPAIRIHUA,TOTAL DE VOTOS EMITIDOS,1239,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TINTAY,TOTAL DE VOTOS VÁLIDOS,1503,93.47,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TINTAY,VOTOS EN BLANCO,23,1.43,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TINTAY,VOTOS NULOS,82,5.1,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TINTAY,TOTAL DE VOTOS EMITIDOS,1608,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TORAYA,TOTAL DE VOTOS VÁLIDOS,708,92.428,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TORAYA,VOTOS EN BLANCO,10,1.305,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TORAYA,VOTOS NULOS,48,6.266,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TORAYA,TOTAL DE VOTOS EMITIDOS,766,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,YANACA,TOTAL DE VOTOS VÁLIDOS,556,94.397,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,YANACA,VOTOS EN BLANCO,8,1.358,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,YANACA,VOTOS NULOS,25,4.244,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,YANACA,TOTAL DE VOTOS EMITIDOS,589,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,TOTAL DE VOTOS VÁLIDOS,430,94.923,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,VOTOS EN BLANCO,4,0.883,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,VOTOS NULOS,19,4.193999999999999,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,TOTAL DE VOTOS EMITIDOS,453,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,TOTAL DE VOTOS VÁLIDOS,397,96.359,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,VOTOS EN BLANCO,4,0.971,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,VOTOS NULOS,11,2.67,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,TOTAL DE VOTOS EMITIDOS,412,100,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,TOTAL DE VOTOS VÁLIDOS,20929,94.381,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,VOTOS EN BLANCO,176,0.7939999999999999,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,VOTOS NULOS,1070,4.824999999999999,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,TOTAL DE VOTOS EMITIDOS,22175,100,2021-06-08T00:54:00Z,94.10199999999999
