departamento,provincia,distrito,CCODI_UBIGEO,CONTABILIZA,CONT_NORMAL,IMPUGNADA,ERROR_MAT,MESAS_INSTALADAS,ACTAS_PROCESADAS,SOL_NULIDAD,ILEGIBLE,PENDIENTE,OTRAS_OBS,SIN_DATOS,CONT_ANULADA,POR_PROCESAR,EXTRAVIADA,SINIESTRADA,INCOMPLETA,SIN_FIRMA,A_INSTALAR,MESAS_NO_INST,FUSIONADAS,NTOTAL_AUTO,MESAS_HABILES,TOT_CIUDADANOS_VOTARON,ELECTORES_HABIL,ELECTORES_HABIL_50,TOTAL_JEE,updated,avance
AYACUCHO,LA MAR,AYNA,050403,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0,24,0,0,0,24,0,0,0,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LA MAR,CHILCAS,050404,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,997,1525,763,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LA MAR,CHUNGUI,050405,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,14,0,0,0,14,0,0,0,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LA MAR,TAMBO,050406,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,0,32,0,0,0,32,0,0,0,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LA MAR,LUIS CARRANZA,050407,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,729,1067,534,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LA MAR,SANTA ROSA,050408,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,0,29,0,0,0,29,0,0,0,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LA MAR,SAMUGARI,050409,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,21,0,0,0,21,0,0,0,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LA MAR,ANCHIHUAY,050410,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LA MAR,ORONCCOY,050411,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,PUQUIO,050501,34,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,6933,9804,4902,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,AUCARA,050502,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1001,1916,958,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,CABANA,050503,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,549,837,419,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,CARMEN SALCEDO,050504,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,606,929,465,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,CHAVIÑA,050506,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1006,1599,800,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,CHIPAO,050508,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1216,2026,1013,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,HUAC-HUAS,050510,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,724,1204,602,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,LARAMATE,050511,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,772,1206,603,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,LEONCIO PRADO,050512,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,539,829,415,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,LUCANAS,050513,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1499,2139,1070,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,LLAUTA,050514,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,625,944,472,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,OCAÑA,050516,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1258,1974,987,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,OTOCA,050517,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,769,1270,635,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,SANCOS,050520,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,1281,2184,1092,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,SAN JUAN,050521,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,344,530,265,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,SAN PEDRO,050522,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1459,2368,1184,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,050524,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,296,441,221,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,SANTA LUCIA,050525,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,429,722,361,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,SAISA,050529,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,205,327,164,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,050531,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,578,979,490,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,LUCANAS,SAN CRISTOBAL,050532,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,955,1435,718,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PARINACOCHAS,CORACORA,050601,28,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,5846,8164,4082,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,050604,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,373,736,368,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PARINACOCHAS,CHUMPI,050605,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1124,1767,884,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PARINACOCHAS,PACAPAUSA,050608,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,316,618,309,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PARINACOCHAS,PULLO,050611,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,1796,3170,1585,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PARINACOCHAS,PUYUSCA,050612,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1134,1718,859,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,050615,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,358,735,368,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PARINACOCHAS,UPAHUACHO,050616,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,627,1100,550,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,HUANCAPI,050701,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1097,1561,781,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,050702,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,974,1441,721,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,APONGO,050703,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,364,684,342,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,CANARIA,050704,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1348,2269,1135,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,CAYARA,050706,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,596,985,493,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,COLCA,050707,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,622,1064,532,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,HUAYA,050708,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,6,892,1416,708,1,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,050709,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,572,838,419,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,050710,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,866,1298,649,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,SARHUA,050713,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1420,2285,1143,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,050714,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1261,2242,1121,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,050715,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,189,411,206,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,HUANCA SANCOS,SANCOS,050801,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1771,2444,1222,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,HUANCA SANCOS,SACSAMARCA,050802,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,860,1293,647,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,050803,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1243,1984,992,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,HUANCA SANCOS,CARAPO,050804,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1180,1850,925,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,050901,19,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,3770,5419,2710,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VILCAS HUAMAN,VISCHONGO,050902,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,2186,3142,1571,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,050903,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,595,1036,518,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VILCAS HUAMAN,CARHUANCA,050904,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,448,731,366,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VILCAS HUAMAN,CONCEPCION,050905,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1175,1974,987,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,050906,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,957,1512,756,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VILCAS HUAMAN,SAURAMA,050907,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,626,964,482,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,050908,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,640,1095,548,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,051001,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1330,1875,938,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,051002,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,213,344,172,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,051003,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,215,319,160,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,051004,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1016,1425,713,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,051005,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,269,431,216,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,051006,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,495,784,392,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,051007,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,230,355,178,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,051008,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,287,516,258,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,051009,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,102,158,79,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,051010,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,281,452,226,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,QUEROBAMBA,051101,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1209,1828,914,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,BELEN,051102,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,126,234,117,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,CHALCOS,051103,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,241,408,204,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,051104,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,538,975,488,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,PAICO,051105,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,329,526,263,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,051106,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,326,538,269,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,051107,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,404,629,315,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,SORAS,051108,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,448,673,337,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,HUACAÑA,051109,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,214,341,171,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,CHILCAYOC,051110,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,323,475,238,0,2021-06-07T20:21:00Z,93.4734
AYACUCHO,SUCRE,MORCOLLA,051111,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,591,1081,541,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,560,560,0,1,562,562,0,0,0,1,0,0,0,0,0,0,0,562,0,0,0,562,128992,163337,81669,2,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,ASUNCION,060102,25,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,4414,7250,3625,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,COSPAN,060103,18,18,0,0,19,19,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,19,3068,5159,2580,1,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,CHETILLA,060104,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,2208,3121,1561,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,ENCAÑADA,060105,78,78,0,1,79,79,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,79,16076,22869,11435,1,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,JESUS,060106,39,39,0,0,40,40,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,40,8213,11539,5770,1,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,060107,107,107,1,0,109,109,0,0,0,0,0,0,0,0,0,0,1,109,0,0,0,109,24646,29965,14983,2,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,LLACANORA,060108,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3511,4231,2116,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,MAGDALENA,060109,29,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,5845,7967,3984,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,MATARA,060110,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,2445,3383,1692,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,NAMORA,060111,28,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,6111,8061,4031,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJAMARCA,SAN JUAN,060112,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3178,4296,2148,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJABAMBA,CAJABAMBA,060201,88,88,0,1,90,90,0,0,0,1,0,0,0,0,0,0,0,90,0,0,0,90,18577,25990,12995,2,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJABAMBA,CACHACHI,060202,54,54,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,8331,15461,7731,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJABAMBA,CONDEBAMBA,060203,31,31,0,1,32,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,5799,8959,4480,1,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CAJABAMBA,SITACOCHA,060205,20,20,0,0,21,21,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,21,3072,5639,2820,1,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,CELENDIN,060301,66,66,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,66,13621,19373,9687,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,CORTEGANA,060302,19,19,0,0,19,19,0,0,2,0,0,0,2,0,0,0,0,21,0,0,0,21,2595,5372,2686,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,CHUMUCH,060303,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1085,2263,1132,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,HUASMIN,060304,34,34,0,0,35,35,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,35,5308,9396,4698,1,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,JORGE CHAVEZ,060305,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,432,673,337,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,JOSE GALVEZ,060306,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1669,2396,1198,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,060307,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,1768,3519,1760,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,OXAMARCA,060308,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,2910,4980,2490,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,SOROCHUCO,060309,29,29,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,4975,7975,3988,1,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,SUCRE,060310,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,2686,4126,2063,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,UTCO,060311,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,767,1217,609,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,060312,19,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,3446,5602,2801,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CONTUMAZA,CONTUMAZA,060401,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,3732,5597,2799,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CONTUMAZA,CHILETE,060403,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1695,2430,1215,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CONTUMAZA,GUZMANGO,060404,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1397,2072,1036,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CONTUMAZA,SAN BENITO,060405,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1797,2442,1221,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CONTUMAZA,CUPISNIQUE,060406,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,776,1275,638,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CONTUMAZA,TANTARICA,060407,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1216,1975,988,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CONTUMAZA,YONAN,060408,17,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,3670,5026,2513,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLEDO,060409,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,577,913,457,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,CUTERVO,060501,132,132,0,1,133,133,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,133,28132,39402,19701,1,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,CALLAYUC,060502,23,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,3468,6836,3418,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,CUJILLO,060503,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1084,2054,1027,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,CHOROS,060504,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1431,2678,1339,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,LA RAMADA,060505,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,1941,3124,1562,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,PIMPINGOS,060506,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,2437,4317,2159,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,QUEROCOTILLO,060507,35,35,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,4527,10301,5151,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,060508,13,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,2307,3715,1858,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,060509,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1093,1863,932,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,060510,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1690,2576,1288,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,SANTA CRUZ,060511,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1174,2358,1179,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,060512,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,2687,4372,2186,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,SANTO TOMAS,060513,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,3485,5746,2873,0,2021-06-07T20:21:00Z,93.4734
CAJAMARCA,CUTERVO,SOCOTA,060514,26,26,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,4878,7502,3751,0,2021-06-07T20:21:00Z,93.4734
