departamento,provincia,distrito,C_CODI_AGRUPOL,AGRUPACION,TOTAL_VOTOS,POR_VALIDOS,POR_EMITIDOS,NOMBREe_CANDIDATO,updated,avance
APURIMAC,AYMARAES,CARAYBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,605,90.569,88.71000000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CARAYBAMBA,00000007,FUERZA POPULAR,63,9.431,9.237999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COLCABAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,327,70.474,66.735,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COLCABAMBA,00000007,FUERZA POPULAR,137,29.526,27.959,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COTARUSE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1524,87.285,82.15599999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,COTARUSE,00000007,FUERZA POPULAR,222,12.715,11.968,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHAPIMARCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,876,82.798,77.867,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,CHAPIMARCA,00000007,FUERZA POPULAR,182,17.201999999999998,16.178,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,HUAYLLO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,253,76.9,73.54700000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,HUAYLLO,00000007,FUERZA POPULAR,76,23.1,22.093,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,LUCRE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,785,80.928,75.48100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,LUCRE,00000007,FUERZA POPULAR,185,19.072,17.787999999999997,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,POCOHUANCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,604,87.032,84.006,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,POCOHUANCA,00000007,FUERZA POPULAR,90,12.968,12.517,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAÑAYCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,471,81.488,77.595,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAÑAYCA,00000007,FUERZA POPULAR,107,18.512,17.628,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SORAYA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,272,72.149,68.687,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SORAYA,00000007,FUERZA POPULAR,105,27.851000000000003,26.515,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TAPAIRIHUA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,927,77.37899999999999,74.818,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TAPAIRIHUA,00000007,FUERZA POPULAR,271,22.621000000000002,21.872,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TINTAY,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1124,74.784,69.9,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TINTAY,00000007,FUERZA POPULAR,379,25.216,23.57,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TORAYA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,532,75.141,69.452,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,TORAYA,00000007,FUERZA POPULAR,176,24.859,22.977,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,YANACA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,479,86.151,81.324,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,YANACA,00000007,FUERZA POPULAR,77,13.849,13.073,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,327,76.04700000000001,72.18499999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,00000007,FUERZA POPULAR,103,23.953,22.737000000000002,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,317,79.849,76.94200000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,00000007,FUERZA POPULAR,80,20.151000000000003,19.417,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,16841,80.46700000000001,75.94600000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,00000007,FUERZA POPULAR,4088,19.533,18.435,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,ANDARAPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2885,85.99100000000001,81.68199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,ANDARAPA,00000007,FUERZA POPULAR,470,14.009,13.307,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,CHIARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,568,86.718,83.529,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,CHIARA,00000007,FUERZA POPULAR,87,13.282,12.793999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,HUANCARAMA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2587,82.62499999999999,77.27,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,HUANCARAMA,00000007,FUERZA POPULAR,544,17.375,16.249,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,HUANCARAY,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1521,81.293,76.896,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,HUANCARAY,00000007,FUERZA POPULAR,350,18.707,17.695,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,KISHUARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3534,89.85499999999999,86.85199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,KISHUARA,00000007,FUERZA POPULAR,399,10.145,9.806000000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,PACOBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2238,85.192,82.12799999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,PACOBAMBA,00000007,FUERZA POPULAR,389,14.808,14.275,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,PAMPACHIRI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,799,74.326,68.76100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,PAMPACHIRI,00000007,FUERZA POPULAR,276,25.674000000000003,23.752,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1250,86.029,80.334,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,00000007,FUERZA POPULAR,203,13.971,13.046,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,SAN JERONIMO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,9715,86.141,81.604,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,SAN JERONIMO,00000007,FUERZA POPULAR,1563,13.859000000000002,13.129,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,TALAVERA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,7875,77.793,73.29,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,TALAVERA,00000007,FUERZA POPULAR,2248,22.207,20.921,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,TURPO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1945,87.929,83.65599999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,TURPO,00000007,FUERZA POPULAR,267,12.071,11.484,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,PACUCHA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4582,88.40400000000001,83.85799999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,PACUCHA,00000007,FUERZA POPULAR,601,11.596,10.999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,POMACOCHA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,370,79.06,74.59700000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,POMACOCHA,00000007,FUERZA POPULAR,98,20.939999999999998,19.758,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3507,72.41400000000002,68.55,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,00000007,FUERZA POPULAR,1336,27.586,26.114000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,669,82.389,78.613,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,00000007,FUERZA POPULAR,143,17.611000000000004,16.804000000000002,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,HUAYANA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,335,81.114,77.546,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,HUAYANA,00000007,FUERZA POPULAR,78,18.886,18.056,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,724,82.46000000000001,75.891,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,00000007,FUERZA POPULAR,154,17.54,16.143,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1103,89.894,82.74600000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,00000007,FUERZA POPULAR,124,10.106,9.302000000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2292,94.985,89.392,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,00000007,FUERZA POPULAR,121,5.015,4.719,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,ANTABAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1068,85.577,78.41400000000002,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,ANTABAMBA,00000007,FUERZA POPULAR,180,14.423,13.216,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,EL ORO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,236,78.146,74.21400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,EL ORO,00000007,FUERZA POPULAR,66,21.854000000000003,20.755,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,HUAQUIRCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,741,82.151,80.02199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,HUAQUIRCA,00000007,FUERZA POPULAR,161,17.849,17.387,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,776,81.598,79.427,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,00000007,FUERZA POPULAR,175,18.401999999999997,17.912,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,OROPESA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,887,84.396,79.91000000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,OROPESA,00000007,FUERZA POPULAR,164,15.604,14.775,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,PACHACONAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,547,89.819,82.256,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,PACHACONAS,00000007,FUERZA POPULAR,62,10.181,9.323,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,SABAINO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,542,84.161,79.706,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,ANTABAMBA,SABAINO,00000007,FUERZA POPULAR,102,15.839,15,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,TAMBOBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4511,91.279,82.74000000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,TAMBOBAMBA,00000007,FUERZA POPULAR,431,8.720999999999998,7.905,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,COYLLURQUI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2592,88.646,83.371,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,COYLLURQUI,00000007,FUERZA POPULAR,332,11.354000000000001,10.679,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,COTABAMBAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1743,89.24700000000001,82.88199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,COTABAMBAS,00000007,FUERZA POPULAR,210,10.753,9.986,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,HAQUIRA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4160,95.985,90.17999999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,HAQUIRA,00000007,FUERZA POPULAR,174,4.015,3.772,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,MARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2256,87.374,79.887,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,MARA,00000007,FUERZA POPULAR,326,12.626,11.543999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4810,91.21900000000001,83.813,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,00000007,FUERZA POPULAR,463,8.780999999999999,8.068,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,CHUQUIBAMBILLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2173,90.353,85.049,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,CHUQUIBAMBILLA,00000007,FUERZA POPULAR,232,9.646999999999998,9.08,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,CURPAHUASI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,994,88.356,82.21700000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,CURPAHUASI,00000007,FUERZA POPULAR,131,11.643999999999998,10.835,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,HUAYLLATI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,651,89.17799999999998,83.67599999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,HUAYLLATI,00000007,FUERZA POPULAR,79,10.822000000000001,10.154,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,MAMARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,363,84.02799999999999,78.233,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,MAMARA,00000007,FUERZA POPULAR,69,15.972000000000001,14.871,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,GAMARRA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1111,78.79400000000001,74.815,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,GAMARRA,00000007,FUERZA POPULAR,299,21.206,20.135,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,MICAELA BASTIDAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,471,92.71700000000001,89.205,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,MICAELA BASTIDAS,00000007,FUERZA POPULAR,37,7.283,7.008,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,PROGRESO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1340,87.811,81.807,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,PROGRESO,00000007,FUERZA POPULAR,186,12.189,11.355000000000002,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,PATAYPAMPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,437,87.751,81.835,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,PATAYPAMPA,00000007,FUERZA POPULAR,61,12.248999999999999,11.423,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,SAN ANTONIO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,150,87.71900000000001,83.799,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,SAN ANTONIO,00000007,FUERZA POPULAR,21,12.280999999999999,11.732,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,TURPAY,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,287,80.845,77.568,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,TURPAY,00000007,FUERZA POPULAR,68,19.155,18.378,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,VILCABAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,468,80.412,76.596,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,VILCABAMBA,00000007,FUERZA POPULAR,114,19.587999999999997,18.658,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,VIRUNDO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,382,84.327,76.553,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,VIRUNDO,00000007,FUERZA POPULAR,71,15.673,14.227999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,SANTA ROSA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,351,91.88499999999999,87.313,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,SANTA ROSA,00000007,FUERZA POPULAR,31,8.115,7.711,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,CURASCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,525,87.354,80.521,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,GRAU,CURASCO,00000007,FUERZA POPULAR,76,12.645999999999999,11.656,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,CHINCHEROS,CHINCHEROS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2330,85.31700000000001,80.651,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,CHINCHEROS,CHINCHEROS,00000007,FUERZA POPULAR,401,14.683,13.88,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,CHINCHEROS,ONGOY,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,980,78.589,74.52499999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,CHINCHEROS,ONGOY,00000007,FUERZA POPULAR,267,21.411,20.304000000000002,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,CHINCHEROS,OCOBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2442,72.46300000000001,68.71100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,CHINCHEROS,OCOBAMBA,00000007,FUERZA POPULAR,928,27.537000000000003,26.111000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
APURIMAC,CHINCHEROS,COCHARCAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,778,77.645,72.104,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
