departamento,provincia,distrito,C_CODI_AGRUPOL,AGRUPACION,TOTAL_VOTOS,POR_VALIDOS,POR_EMITIDOS,NOMBREe_CANDIDATO,updated,avance
CUSCO,QUISPICANCHI,QUIQUIJANA,00000007,FUERZA POPULAR,295,5.051,4.819,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,URUBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,11083,83.069,78.709,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,URUBAMBA,00000007,FUERZA POPULAR,2259,16.931,16.043,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,CHINCHERO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,6992,91.49400000000001,87.839,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,CHINCHERO,00000007,FUERZA POPULAR,650,8.506,8.166,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,HUAYLLABAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2940,85.915,82.468,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,HUAYLLABAMBA,00000007,FUERZA POPULAR,482,14.085,13.52,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,MACHUPICCHU,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3166,80.478,77.163,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,MACHUPICCHU,00000007,FUERZA POPULAR,768,19.522,18.718,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,MARAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3933,91.21100000000001,86.49700000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,MARAS,00000007,FUERZA POPULAR,379,8.789,8.335,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,OLLANTAYTAMBO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,5554,89.667,83.331,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,OLLANTAYTAMBO,00000007,FUERZA POPULAR,640,10.333,9.602,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,YUCAY,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1593,84.286,80.82199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
CUSCO,URUBAMBA,YUCAY,00000007,FUERZA POPULAR,297,15.713999999999999,15.068,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,20121,87.40700000000001,83.4,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,00000007,FUERZA POPULAR,2899,12.593,12.016,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,964,74.268,71.30199999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,00000007,FUERZA POPULAR,334,25.732,24.704,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,ACORIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,9224,89.745,84.959,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,ACORIA,00000007,FUERZA POPULAR,1054,10.255,9.707999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,CONAYCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,355,85.542,79.065,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,CONAYCA,00000007,FUERZA POPULAR,60,14.458,13.363000000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,CUENCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,705,77.387,71.792,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,CUENCA,00000007,FUERZA POPULAR,206,22.613000000000003,20.977999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1014,86.224,81.774,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,00000007,FUERZA POPULAR,162,13.776,13.065000000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,293,85.67299999999999,77.309,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,00000007,FUERZA POPULAR,49,14.327,12.929,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,420,66.142,63.54,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,00000007,FUERZA POPULAR,215,33.858,32.526,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,LARIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,393,86.94700000000002,82.218,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,LARIA,00000007,FUERZA POPULAR,59,13.053,12.343,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,MANTA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,372,80.694,75.61,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,MANTA,00000007,FUERZA POPULAR,89,19.306,18.089,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,342,72.15199999999999,67.323,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,00000007,FUERZA POPULAR,132,27.848,25.983999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,MOYA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,436,73.277,68.87799999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,MOYA,00000007,FUERZA POPULAR,159,26.723,25.118000000000002,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,973,92.667,88.21400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,00000007,FUERZA POPULAR,77,7.333,6.981000000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,PALCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1414,87.71700000000001,83.274,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,PALCA,00000007,FUERZA POPULAR,198,12.283,11.661,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,PILCHACA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,270,74.792,69.94800000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,PILCHACA,00000007,FUERZA POPULAR,91,25.208,23.575,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,VILCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,890,83.17799999999998,78.90100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,VILCA,00000007,FUERZA POPULAR,180,16.822,15.957,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,YAULI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,10979,92.79100000000001,89.661,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,YAULI,00000007,FUERZA POPULAR,853,7.2090000000000005,6.966,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,ASCENSION,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,6210,90.05199999999999,86.238,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,ASCENSION,00000007,FUERZA POPULAR,686,9.947999999999999,9.526,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,HUANDO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2968,88.94200000000001,84.199,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,HUANCAVELICA,HUANDO,00000007,FUERZA POPULAR,369,11.058,10.468,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,ACOBAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4274,85.789,81.877,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,ACOBAMBA,00000007,FUERZA POPULAR,708,14.210999999999999,13.563,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,ANTA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2139,89.648,84.71300000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,ANTA,00000007,FUERZA POPULAR,247,10.352000000000002,9.782,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,ANDABAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1786,92.01400000000001,88.24100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,ANDABAMBA,00000007,FUERZA POPULAR,155,7.986000000000001,7.6579999999999995,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,CAJA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,957,79.41900000000001,75.17699999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,CAJA,00000007,FUERZA POPULAR,248,20.581,19.481999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,MARCAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,793,81.41700000000002,75.66799999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,MARCAS,00000007,FUERZA POPULAR,181,18.583,17.271,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,PAUCARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,5152,88.67499999999998,84.821,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,PAUCARA,00000007,FUERZA POPULAR,658,11.325000000000001,10.833,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,POMACOCHA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1357,83.66199999999999,78.667,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,POMACOCHA,00000007,FUERZA POPULAR,265,16.338,15.362000000000002,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,ROSARIO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2478,88.595,83.462,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ACOBAMBA,ROSARIO,00000007,FUERZA POPULAR,319,11.405000000000001,10.743999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,LIRCAY,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,10091,86.336,80.24700000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,LIRCAY,00000007,FUERZA POPULAR,1597,13.664,12.7,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,ANCHONGA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3784,97.001,92.973,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,ANCHONGA,00000007,FUERZA POPULAR,117,2.9989999999999997,2.8749999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,CALLANMARCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,393,90.553,87.14,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,CALLANMARCA,00000007,FUERZA POPULAR,41,9.447,9.091,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,CONGALLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1637,89.356,83.73400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,CONGALLA,00000007,FUERZA POPULAR,195,10.643999999999998,9.974,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,CHINCHO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,424,66.667,64.145,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,CHINCHO,00000007,FUERZA POPULAR,212,33.333,32.073,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,673,89.614,84.975,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,00000007,FUERZA POPULAR,78,10.386000000000001,9.847999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,HUANCA-HUANCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,631,89.631,84.698,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,HUANCA-HUANCA,00000007,FUERZA POPULAR,73,10.369000000000002,9.799,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,JULCAMARCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,539,85.42,82.542,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,JULCAMARCA,00000007,FUERZA POPULAR,92,14.58,14.089,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,472,86.924,85.199,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,00000007,FUERZA POPULAR,71,13.076,12.816,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,570,81.897,77.869,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,00000007,FUERZA POPULAR,126,18.103,17.213,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,SECCLLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1438,93.864,90.783,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,SECCLLA,00000007,FUERZA POPULAR,94,6.136,5.934,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,CCOCHACCASA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1699,92.892,88.906,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,ANGARAES,CCOCHACCASA,00000007,FUERZA POPULAR,130,7.108,6.803,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1044,68.146,64.804,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,00000007,FUERZA POPULAR,488,31.854000000000003,30.291999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,ARMA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,373,52.758,49.403999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,ARMA,00000007,FUERZA POPULAR,334,47.242000000000004,44.23800000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,AURAHUA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,692,76.549,73.383,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,AURAHUA,00000007,FUERZA POPULAR,212,23.451,22.480999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,380,69.21700000000001,65.85799999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,00000007,FUERZA POPULAR,169,30.782999999999998,29.288999999999998,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,COCAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,290,63.876999999999995,58.943,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,COCAS,00000007,FUERZA POPULAR,164,36.123000000000005,33.333,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,434,80.519,78.48100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,00000007,FUERZA POPULAR,105,19.480999999999998,18.987,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,HUACHOS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,695,74.651,72.32,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,HUACHOS,00000007,FUERZA POPULAR,236,25.349,24.558,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,184,58.22800000000001,56.615,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,00000007,FUERZA POPULAR,132,41.772000000000006,40.615,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,362,64.99100000000001,61.46,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,00000007,FUERZA POPULAR,195,35.009,33.107,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,288,58.182,56.582,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,00000007,FUERZA POPULAR,207,41.818,40.668000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,TANTARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,161,39.364,37.529,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,TANTARA,00000007,FUERZA POPULAR,248,60.636,57.809,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,TICRAPO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,598,64.163,61.586,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,TICRAPO,00000007,FUERZA POPULAR,334,35.836999999999996,34.398,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,590,85.137,80.49100000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,00000007,FUERZA POPULAR,103,14.863000000000001,14.052000000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,PAMPAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3865,80.85799999999999,75.636,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,PAMPAS,00000007,FUERZA POPULAR,915,19.142,17.906,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,ACOSTAMBO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1938,84.298,80.05,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,ACOSTAMBO,00000007,FUERZA POPULAR,361,15.702,14.911,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,ACRAQUIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2224,87.387,83.421,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,ACRAQUIA,00000007,FUERZA POPULAR,321,12.613,12.040999999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,AHUAYCHA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2139,86.49400000000001,82.715,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,AHUAYCHA,00000007,FUERZA POPULAR,334,13.506,12.916,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
HUANCAVELICA,TAYACAJA,COLCABAMBA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,5658,91.598,86.553,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
