departamento,provincia,AGRUPACION,TOTAL_VOTOS,POR_EMITIDOS,updated,avance
AREQUIPA,AREQUIPA,VOTOS NULOS,39656,5.469,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,AREQUIPA,TOTAL DE VOTOS EMITIDOS,725137,100,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CAYLLOMA,TOTAL DE VOTOS VÁLIDOS,54438,95.438,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CAYLLOMA,VOTOS EN BLANCO,328,0.5750000000000001,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CAYLLOMA,VOTOS NULOS,2274,3.987,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CAYLLOMA,TOTAL DE VOTOS EMITIDOS,57040,100,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CAMANA,TOTAL DE VOTOS VÁLIDOS,34820,94.286,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CAMANA,VOTOS EN BLANCO,185,0.501,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CAMANA,VOTOS NULOS,1925,5.213,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CAMANA,TOTAL DE VOTOS EMITIDOS,36930,100,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CARAVELI,TOTAL DE VOTOS VÁLIDOS,17856,95.45100000000001,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CARAVELI,VOTOS EN BLANCO,103,0.551,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CARAVELI,VOTOS NULOS,748,3.9989999999999997,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CARAVELI,TOTAL DE VOTOS EMITIDOS,18707,100,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CASTILLA,TOTAL DE VOTOS VÁLIDOS,16870,94.44600000000001,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CASTILLA,VOTOS EN BLANCO,120,0.6719999999999999,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CASTILLA,VOTOS NULOS,872,4.882,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CASTILLA,TOTAL DE VOTOS EMITIDOS,17862,100,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CONDESUYOS,TOTAL DE VOTOS VÁLIDOS,7027,94.462,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CONDESUYOS,VOTOS EN BLANCO,64,0.8600000000000001,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CONDESUYOS,VOTOS NULOS,348,4.678,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,CONDESUYOS,TOTAL DE VOTOS EMITIDOS,7439,100,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,ISLAY,TOTAL DE VOTOS VÁLIDOS,33655,94.955,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,ISLAY,VOTOS EN BLANCO,163,0.46,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,ISLAY,VOTOS NULOS,1625,4.585,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,ISLAY,TOTAL DE VOTOS EMITIDOS,35443,100,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,LA UNION,TOTAL DE VOTOS VÁLIDOS,5708,92.18299999999999,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,LA UNION,VOTOS EN BLANCO,88,1.4209999999999998,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,LA UNION,VOTOS NULOS,396,6.395,2021-06-08T00:54:00Z,94.10199999999999
AREQUIPA,LA UNION,TOTAL DE VOTOS EMITIDOS,6192,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,TOTAL DE VOTOS VÁLIDOS,158094,95.212,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,VOTOS EN BLANCO,977,0.588,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,VOTOS NULOS,6973,4.199,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUAMANGA,TOTAL DE VOTOS EMITIDOS,166044,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,TOTAL DE VOTOS VÁLIDOS,16332,94.722,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,VOTOS EN BLANCO,183,1.061,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,VOTOS NULOS,727,4.216,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,CANGALLO,TOTAL DE VOTOS EMITIDOS,17242,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,TOTAL DE VOTOS VÁLIDOS,32914,94.853,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,VOTOS EN BLANCO,332,0.9570000000000001,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,VOTOS NULOS,1454,4.1899999999999995,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANTA,TOTAL DE VOTOS EMITIDOS,34700,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,TOTAL DE VOTOS VÁLIDOS,16766,94.366,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,VOTOS EN BLANCO,177,0.996,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,VOTOS NULOS,824,4.638,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LA MAR,TOTAL DE VOTOS EMITIDOS,17767,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,TOTAL DE VOTOS VÁLIDOS,21890,94.992,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,VOTOS EN BLANCO,214,0.929,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,VOTOS NULOS,940,4.079000000000001,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,LUCANAS,TOTAL DE VOTOS EMITIDOS,23044,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,TOTAL DE VOTOS VÁLIDOS,10977,94.842,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,VOTOS EN BLANCO,125,1.08,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,VOTOS NULOS,472,4.078,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PARINACOCHAS,TOTAL DE VOTOS EMITIDOS,11574,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,TOTAL DE VOTOS VÁLIDOS,9539,93.51,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,VOTOS EN BLANCO,110,1.078,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,VOTOS NULOS,552,5.4110000000000005,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VICTOR FAJARDO,TOTAL DE VOTOS EMITIDOS,10201,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANCA SANCOS,TOTAL DE VOTOS VÁLIDOS,4779,94.559,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANCA SANCOS,VOTOS EN BLANCO,61,1.2069999999999999,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANCA SANCOS,VOTOS NULOS,214,4.234,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,HUANCA SANCOS,TOTAL DE VOTOS EMITIDOS,5054,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,TOTAL DE VOTOS VÁLIDOS,9626,92.584,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,VOTOS EN BLANCO,108,1.039,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,VOTOS NULOS,663,6.377,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,VILCAS HUAMAN,TOTAL DE VOTOS EMITIDOS,10397,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,TOTAL DE VOTOS VÁLIDOS,4180,94.187,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,VOTOS EN BLANCO,32,0.721,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,VOTOS NULOS,226,5.092,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,PAUCAR DEL SARA SARA,TOTAL DE VOTOS EMITIDOS,4438,100,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,TOTAL DE VOTOS VÁLIDOS,4466,94.04100000000001,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,VOTOS EN BLANCO,72,1.516,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,VOTOS NULOS,211,4.4430000000000005,2021-06-08T00:54:00Z,94.10199999999999
AYACUCHO,SUCRE,TOTAL DE VOTOS EMITIDOS,4749,100,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,TOTAL DE VOTOS VÁLIDOS,192477,92.224,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,VOTOS EN BLANCO,2154,1.032,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,VOTOS NULOS,14076,6.744,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJAMARCA,TOTAL DE VOTOS EMITIDOS,208707,100,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJABAMBA,TOTAL DE VOTOS VÁLIDOS,32550,90.975,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJABAMBA,VOTOS EN BLANCO,537,1.501,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJABAMBA,VOTOS NULOS,2692,7.523999999999999,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CAJABAMBA,TOTAL DE VOTOS EMITIDOS,35779,100,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,TOTAL DE VOTOS VÁLIDOS,39123,94.26100000000001,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,VOTOS EN BLANCO,418,1.007,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,VOTOS NULOS,1964,4.732,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CELENDIN,TOTAL DE VOTOS EMITIDOS,41505,100,2021-06-08T00:54:00Z,94.10199999999999
CAJAMARCA,CONTUMAZA,TOTAL DE VOTOS VÁLIDOS,13998,94.199,2021-06-08T00:54:00Z,94.10199999999999
