departamento,provincia,CCODI_UBIGEO,CONTABILIZA,CONT_NORMAL,IMPUGNADA,ERROR_MAT,MESAS_INSTALADAS,ACTAS_PROCESADAS,SOL_NULIDAD,ILEGIBLE,PENDIENTE,OTRAS_OBS,SIN_DATOS,CONT_ANULADA,POR_PROCESAR,EXTRAVIADA,SINIESTRADA,INCOMPLETA,SIN_FIRMA,A_INSTALAR,MESAS_NO_INST,FUSIONADAS,NTOTAL_AUTO,MESAS_HABILES,TOT_CIUDADANOS_VOTARON,ELECTORES_HABIL,ELECTORES_HABIL_50,TOTAL_JEE,updated,avance
LA LIBERTAD,JULCAN,121000,85,85,0,1,86,86,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,86,16366,24479,12241,1,2021-06-08T01:18:00Z,94.2231
LA LIBERTAD,GRAN CHIMU,121100,75,75,0,0,77,77,0,2,0,0,0,0,0,0,0,0,0,77,0,0,0,77,14116,21267,10634,2,2021-06-08T01:18:00Z,94.2231
LA LIBERTAD,VIRU,121200,233,233,3,0,237,237,0,0,0,0,0,0,0,0,0,0,1,237,0,0,0,237,53126,67527,33764,4,2021-06-08T01:18:00Z,94.2231
LAMBAYEQUE,CHICLAYO,130100,2250,2250,5,4,2265,2265,0,1,0,1,0,0,0,0,0,2,2,2265,0,0,0,2265,507928,665144,332577,15,2021-06-08T01:18:00Z,94.2231
LAMBAYEQUE,FERREÑAFE,130200,274,274,0,0,274,274,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,274,55661,78604,39303,0,2021-06-08T01:18:00Z,94.2231
LAMBAYEQUE,LAMBAYEQUE,130300,792,792,2,0,794,794,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,794,178592,228981,114493,2,2021-06-08T01:18:00Z,94.2231
LIMA,LIMA,140100,24639,24639,265,201,25256,25256,1,17,0,72,0,0,0,0,0,31,30,25256,0,0,0,25256,5893414,7373864,3686942,617,2021-06-08T01:18:00Z,94.2231
LIMA,CAJATAMBO,140200,22,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,3419,5620,2811,0,2021-06-08T01:18:00Z,94.2231
LIMA,CANTA,140300,43,43,1,0,44,44,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,44,8666,11256,5630,1,2021-06-08T01:18:00Z,94.2231
LIMA,CAÑETE,140400,622,622,2,1,627,627,0,0,0,1,0,0,0,0,0,1,0,627,0,0,0,627,144911,179355,89681,5,2021-06-08T01:18:00Z,94.2231
LIMA,HUAURA,140500,609,609,4,3,621,621,0,0,0,4,0,0,0,0,0,1,0,621,0,0,0,621,135436,173842,86925,12,2021-06-08T01:18:00Z,94.2231
LIMA,HUAROCHIRI,140600,318,318,0,0,318,318,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,318,66254,87022,43521,0,2021-06-08T01:18:00Z,94.2231
LIMA,YAUYOS,140700,95,95,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,95,13530,21280,10648,0,2021-06-08T01:18:00Z,94.2231
LIMA,HUARAL,140800,512,512,1,1,518,518,0,0,0,2,0,0,0,0,0,1,1,518,0,0,0,518,116472,148997,74501,6,2021-06-08T01:18:00Z,94.2231
LIMA,BARRANCA,140900,391,391,0,3,395,395,0,0,0,1,0,0,0,0,0,0,0,395,0,0,0,395,87454,115753,57878,4,2021-06-08T01:18:00Z,94.2231
LIMA,OYON,141000,46,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,46,8430,12601,6301,0,2021-06-08T01:18:00Z,94.2231
LORETO,MAYNAS,150100,1187,1187,7,5,1208,1208,0,0,49,0,0,0,49,0,0,5,4,1257,0,0,0,1257,242172,354064,177035,21,2021-06-08T01:18:00Z,94.2231
LORETO,ALTO AMAZONAS,150200,295,295,0,2,306,306,0,2,0,6,0,0,0,0,0,0,1,306,0,0,0,306,55611,86782,43392,11,2021-06-08T01:18:00Z,94.2231
LORETO,LORETO,150300,164,164,0,5,170,170,0,0,0,0,0,0,0,0,0,0,1,170,0,0,0,170,25448,47156,23580,6,2021-06-08T01:18:00Z,94.2231
LORETO,REQUENA,150400,153,153,1,0,154,154,0,0,7,0,0,0,7,0,0,0,0,161,0,0,0,161,24455,43911,21958,1,2021-06-08T01:18:00Z,94.2231
LORETO,UCAYALI,150500,156,156,0,1,159,159,0,0,0,0,0,0,0,0,0,0,2,159,0,0,0,159,23853,43663,21833,3,2021-06-08T01:18:00Z,94.2231
LORETO,MARISCAL RAMON CASTILLA,150600,151,151,0,0,151,151,0,0,10,0,0,0,11,0,0,0,0,162,0,0,0,162,23439,44123,22062,0,2021-06-08T01:18:00Z,94.2231
LORETO,DATEM DEL MARAÑON,150700,7,7,0,0,7,7,0,0,145,0,0,0,145,0,0,0,0,152,0,0,0,152,854,1834,917,0,2021-06-08T01:18:00Z,94.2231
LORETO,PUTUMAYO,150900,14,14,0,0,14,14,0,0,11,0,0,0,11,0,0,0,0,25,0,0,0,25,1684,3929,1965,0,2021-06-08T01:18:00Z,94.2231
MADRE DE DIOS,TAMBOPATA,160100,319,319,2,1,324,324,0,0,0,1,0,0,0,0,0,0,1,324,0,0,0,324,70985,94634,47318,5,2021-06-08T01:18:00Z,94.2231
MADRE DE DIOS,MANU,160200,16,16,0,1,17,17,0,0,27,0,0,0,27,0,0,0,0,44,0,0,0,44,2680,4194,2097,1,2021-06-08T01:18:00Z,94.2231
MADRE DE DIOS,TAHUAMANU,160300,28,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,5688,7981,3991,0,2021-06-08T01:18:00Z,94.2231
MOQUEGUA,MARISCAL NIETO,170100,255,255,1,0,256,256,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,256,56513,71829,35916,1,2021-06-08T01:18:00Z,94.2231
MOQUEGUA,GENERAL SANCHEZ CERRO,170200,51,51,0,0,52,52,0,0,0,1,0,0,0,0,0,0,0,52,0,0,0,52,9430,12813,6409,1,2021-06-08T01:18:00Z,94.2231
MOQUEGUA,ILO,170300,215,215,1,0,216,216,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,216,49657,62847,31424,1,2021-06-08T01:18:00Z,94.2231
PASCO,PASCO,180100,358,358,0,0,358,358,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,358,71871,103357,51680,0,2021-06-08T01:18:00Z,94.2231
PASCO,DANIEL ALCIDES CARRION,180200,84,84,0,0,85,85,0,0,0,0,0,0,0,0,0,0,1,85,0,0,0,85,15778,23719,11860,1,2021-06-08T01:18:00Z,94.2231
PASCO,OXAPAMPA,180300,249,249,2,1,252,252,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,252,46653,72438,36220,3,2021-06-08T01:18:00Z,94.2231
PIURA,PIURA,190100,1939,1939,12,13,1996,1996,0,4,0,20,0,0,0,0,0,2,6,1996,0,0,0,1996,440950,564053,282030,57,2021-06-08T01:18:00Z,94.2231
PIURA,AYABACA,190200,336,336,0,1,339,339,0,1,0,0,0,0,0,0,0,0,1,339,0,0,0,339,53549,97536,48770,3,2021-06-08T01:18:00Z,94.2231
PIURA,HUANCABAMBA,190300,313,313,2,0,317,317,0,1,0,0,0,0,0,0,0,0,1,317,0,0,0,317,56491,89447,44725,4,2021-06-08T01:18:00Z,94.2231
PIURA,MORROPON,190400,450,450,0,1,455,455,0,0,0,1,0,0,0,0,0,1,2,455,0,0,0,455,96286,130041,65023,5,2021-06-08T01:18:00Z,94.2231
PIURA,PAITA,190500,308,308,2,1,316,316,0,1,0,3,0,0,0,0,0,0,1,316,0,0,0,316,70771,88615,44309,8,2021-06-08T01:18:00Z,94.2231
PIURA,SULLANA,190600,829,829,2,1,833,833,0,1,0,0,0,0,0,0,0,0,0,833,0,0,0,833,191756,241823,120914,4,2021-06-08T01:18:00Z,94.2231
PIURA,TALARA,190700,361,361,1,2,366,366,0,0,0,0,0,0,0,0,0,0,2,366,0,0,0,366,79488,105529,52767,5,2021-06-08T01:18:00Z,94.2231
PIURA,SECHURA,190800,187,187,1,0,189,189,0,0,0,1,0,0,0,0,0,0,0,189,0,0,0,189,43140,53245,26623,2,2021-06-08T01:18:00Z,94.2231
PUNO,PUNO,200100,626,626,1,0,627,627,0,0,0,0,0,0,0,0,0,0,0,627,0,0,0,627,150593,182177,91093,1,2021-06-08T01:18:00Z,94.2231
PUNO,AZANGARO,200200,335,335,0,0,335,335,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,335,82099,98243,49126,0,2021-06-08T01:18:00Z,94.2231
PUNO,CARABAYA,200300,159,159,0,0,159,159,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,159,35146,45084,22544,0,2021-06-08T01:18:00Z,94.2231
PUNO,CHUCUITO,200400,204,204,0,1,205,205,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,205,47247,59704,29854,1,2021-06-08T01:18:00Z,94.2231
PUNO,HUANCANE,200500,190,190,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,190,44729,54989,27497,0,2021-06-08T01:18:00Z,94.2231
PUNO,LAMPA,200600,124,124,0,0,125,125,0,1,0,0,0,0,0,0,0,0,0,125,0,0,0,125,29817,35555,17780,1,2021-06-08T01:18:00Z,94.2231
PUNO,MELGAR,200700,187,187,0,0,187,187,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,187,43860,54677,27340,0,2021-06-08T01:18:00Z,94.2231
PUNO,SANDIA,200800,148,148,0,0,148,148,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,148,32569,41947,20976,0,2021-06-08T01:18:00Z,94.2231
PUNO,SAN ROMAN,200900,743,743,2,0,747,747,0,0,0,1,0,0,0,0,0,1,0,747,0,0,0,747,189398,219644,109824,4,2021-06-08T01:18:00Z,94.2231
PUNO,YUNGUYO,201000,104,104,0,0,105,105,0,0,0,1,0,0,0,0,0,0,0,105,0,0,0,105,21804,30308,15155,1,2021-06-08T01:18:00Z,94.2231
PUNO,SAN ANTONIO DE PUTINA,201100,78,78,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,78,19273,22609,11307,0,2021-06-08T01:18:00Z,94.2231
PUNO,EL COLLAO,201200,182,182,0,0,183,183,0,0,0,0,0,0,0,0,0,0,1,183,0,0,0,183,42685,53041,26521,1,2021-06-08T01:18:00Z,94.2231
PUNO,MOHO,201300,74,74,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,74,15471,21352,10677,0,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,MOYOBAMBA,210100,332,332,0,0,332,332,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,332,69955,96987,48496,0,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,HUALLAGA,210200,74,74,2,0,76,76,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,76,14846,21499,10751,2,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,LAMAS,210300,225,225,0,0,225,225,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,225,47099,64173,32090,0,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,MARISCAL CACERES,210400,159,159,1,1,163,163,0,0,0,1,0,0,0,0,0,0,1,163,0,0,0,163,32219,47189,23595,4,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,RIOJA,210500,334,334,0,0,334,334,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,334,71287,99156,49578,0,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,SAN MARTIN,210600,503,503,1,0,504,504,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,504,113568,146443,73225,1,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,BELLAVISTA,210700,143,143,0,1,146,146,0,0,0,2,0,0,0,0,0,0,0,146,0,0,0,146,27959,40520,20261,3,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,TOCACHE,210800,192,192,0,2,195,195,0,0,0,1,0,0,0,0,0,0,0,195,0,0,0,195,40062,55949,27976,3,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,PICOTA,210900,111,111,0,0,112,112,0,0,0,1,0,0,0,0,0,0,0,112,0,0,0,112,23884,31922,15965,1,2021-06-08T01:18:00Z,94.2231
SAN MARTIN,EL DORADO,211000,99,99,0,2,101,101,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,101,20664,27918,13960,2,2021-06-08T01:18:00Z,94.2231
TACNA,TACNA,220100,886,886,3,5,897,897,0,0,0,0,0,0,0,0,0,0,3,897,0,0,0,897,206472,258975,129490,11,2021-06-08T01:18:00Z,94.2231
TACNA,TARATA,220200,24,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,4821,6308,3157,0,2021-06-08T01:18:00Z,94.2231
TACNA,JORGE BASADRE,220300,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,6457,8544,4273,0,2021-06-08T01:18:00Z,94.2231
TACNA,CANDARAVE,220400,23,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,4228,5893,2948,0,2021-06-08T01:18:00Z,94.2231
TUMBES,TUMBES,230100,394,394,0,2,399,399,0,0,0,1,0,0,0,0,0,0,2,399,0,0,0,399,91382,116052,58027,5,2021-06-08T01:18:00Z,94.2231
TUMBES,CONTRALMIRANTE VILLAR,230200,55,55,0,1,56,56,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,11930,15050,7526,1,2021-06-08T01:18:00Z,94.2231
TUMBES,ZARUMILLA,230300,117,117,0,2,119,119,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,119,26376,34521,17262,2,2021-06-08T01:18:00Z,94.2231
CALLAO,CALLAO,240100,2700,2700,13,18,2754,2754,0,5,0,11,0,0,0,0,0,4,3,2754,0,0,0,2754,642766,808366,404184,54,2021-06-08T01:18:00Z,94.2231
UCAYALI,CORONEL PORTILLO,250100,985,985,5,6,1008,1008,0,2,0,3,0,0,0,0,0,3,4,1008,0,0,0,1008,208059,292236,146120,23,2021-06-08T01:18:00Z,94.2231
UCAYALI,PADRE ABAD,250200,164,164,0,0,169,169,0,1,0,1,0,0,0,0,0,0,3,169,0,0,0,169,34482,48392,24196,5,2021-06-08T01:18:00Z,94.2231
UCAYALI,ATALAYA,250300,127,127,0,1,129,129,0,0,0,0,0,0,0,0,0,0,1,129,0,0,0,129,19475,37238,18620,2,2021-06-08T01:18:00Z,94.2231
UCAYALI,PURUS,250400,10,10,0,0,11,11,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,11,1408,2828,1414,1,2021-06-08T01:18:00Z,94.2231
